date,country_id,product,txn_amount_local,fee_bps,cost_bps,topup_fee_fixed,channel
2024-03-28,ARG,Card,1426.27,113,38,0,App
2024-03-12,ARG,Card,1938.12,89,21,0,App
2024-03-08,ARG,QR,389.05,87,28,0,App
2024-03-17,ARG,P2P,230.07,10,11,0,App
2024-03-02,ARG,TopUp,40.98,0,0,1,App
2024-03-25,ARG,Card,486.28,94,38,0,App
2024-03-22,ARG,Card,1119.45,132,26,0,App
2024-03-06,ARG,QR,153.99,88,15,0,QR
2024-03-08,ARG,QR,362.43,79,25,0,App
2024-03-02,ARG,P2P,146.31,26,10,0,App
2024-03-01,ARG,P2P,784.76,22,8,0,POS
2024-03-20,ARG,Card,975.88,119,35,0,App
2024-03-21,URU,Card,286.3,132,40,0,Web
2024-03-10,URU,Card,1127.23,97,20,0,App
2024-03-23,URU,Card,300.89,85,37,0,App
2024-03-05,URU,P2P,653.45,22,14,0,Web
2024-03-14,URU,TopUp,7.89,0,0,1,Web
2024-03-27,URU,Card,1766.69,115,26,0,App
2024-03-18,URU,P2P,680.08,28,5,0,App
2024-03-25,URU,QR,443.68,53,23,0,Web
2024-03-22,URU,P2P,151.89,20,13,0,App
2024-03-12,URU,Card,1534.83,119,30,0,App
2024-03-26,URU,QR,370.7,86,24,0,App
2024-03-17,URU,Card,1113.93,99,32,0,App
2024-03-14,URU,P2P,920.66,11,8,0,Web
2024-03-02,URU,P2P,283.76,12,10,0,API
2024-03-22,URU,QR,81.83,70,26,0,App
2024-03-06,URU,P2P,577.33,12,11,0,App
2024-03-01,URU,P2P,661.5,25,11,0,Web
2024-03-12,URU,TopUp,5.44,0,0,1,Web
2024-03-08,URU,Card,1191.47,103,36,0,App
2024-03-01,URU,P2P,845.07,24,7,0,App
2024-03-17,URU,Card,1384.5,90,25,0,Web
2024-03-10,URU,P2P,450.47,30,9,0,App
2024-03-08,URU,QR,98.2,73,23,0,App
2024-03-23,URU,TopUp,12.0,0,0,1,Web
2024-03-19,URU,TopUp,6.21,0,0,2,QR
2024-03-13,URU,Card,635.16,149,38,0,App
2024-03-15,URU,Card,523.28,110,23,0,App
2024-03-04,URU,Card,1808.57,92,22,0,App
2024-03-09,URU,Card,1042.81,116,23,0,App
2024-03-24,URU,P2P,324.87,17,13,0,App
2024-03-17,URU,P2P,470.02,22,9,0,App
2024-03-06,URU,P2P,364.04,10,11,0,App
2024-03-26,URU,Card,981.51,142,27,0,App
2024-03-22,URU,Card,1676.88,97,36,0,App
2024-03-10,URU,Card,266.01,83,38,0,App
2024-03-05,URU,Card,978.12,131,24,0,Web
2024-03-21,URU,QR,71.74,60,20,0,App
2024-03-12,URU,Card,997.19,106,38,0,POS
2024-03-26,URU,Card,1646.63,143,27,0,App
2024-03-20,URU,QR,335.06,76,15,0,App
2024-03-08,URU,QR,149.37,43,22,0,App
2024-03-23,URU,TopUp,6.69,0,0,1,QR
2024-03-02,URU,QR,482.48,55,24,0,Web
2024-03-05,URU,P2P,657.08,19,8,0,App
2024-03-22,URU,QR,316.82,74,18,0,App
2024-03-09,URU,Card,768.95,91,37,0,App
2024-03-01,URU,Card,847.27,144,28,0,App
2024-03-12,URU,QR,149.41,43,26,0,App
2024-03-03,URU,Card,1881.23,133,30,0,POS
2024-03-18,URU,TopUp,22.92,0,0,2,App
2024-03-01,URU,Card,425.99,112,21,0,App
2024-03-22,URU,Card,280.01,111,34,0,QR
2024-03-18,URU,P2P,126.41,11,5,0,POS
2024-03-06,URU,Card,1380.04,81,23,0,App
2024-03-19,URU,QR,491.27,42,17,0,App
2024-03-17,URU,QR,182.55,89,18,0,App
2024-03-27,URU,Card,466.53,141,20,0,Web
2024-03-16,URU,P2P,887.73,10,10,0,API
2024-03-23,URU,P2P,974.43,24,6,0,QR
2024-03-11,URU,QR,99.15,59,29,0,App
2024-03-01,URU,TopUp,32.42,0,0,1,Web
2024-03-21,URU,TopUp,14.55,0,0,2,App
2024-03-23,URU,TopUp,31.8,0,0,2,Web
2024-03-15,URU,Card,1790.13,132,29,0,App
2024-03-15,URU,Card,1263.06,90,23,0,App
2024-03-28,URU,Card,1217.29,115,28,0,Web
2024-03-10,URU,P2P,813.07,19,6,0,Referral
2024-03-28,URU,TopUp,12.12,0,0,1,App
2024-03-17,URU,Card,1534.1,128,25,0,App
2024-03-13,URU,TopUp,27.45,0,0,1,QR
2024-03-21,URU,QR,400.9,83,19,0,App
2024-03-17,URU,Card,375.02,139,23,0,App
2024-03-26,URU,TopUp,31.42,0,0,1,App
2024-03-28,URU,QR,289.7,43,20,0,Web
2024-03-19,URU,TopUp,8.68,0,0,2,Web
2024-03-28,URU,Card,1201.19,130,39,0,QR
2024-03-07,URU,TopUp,27.87,0,0,1,App
2024-03-18,URU,Card,764.43,118,29,0,App
2024-03-27,URU,Card,1113.46,106,32,0,QR
2024-03-08,URU,Card,269.9,112,34,0,App
2024-03-27,URU,P2P,423.61,25,14,0,QR
2024-03-13,URU,Card,1402.05,125,30,0,QR
2024-03-05,URU,TopUp,18.13,0,0,2,App
2024-03-10,URU,QR,457.63,89,30,0,QR
2024-03-28,URU,TopUp,43.32,0,0,2,App
2024-03-21,URU,Card,457.31,92,38,0,App
2024-03-16,URU,TopUp,40.97,0,0,2,App
2024-03-15,URU,TopUp,13.57,0,0,1,App
2024-03-05,URU,Card,1285.41,113,28,0,Web
2024-03-14,URU,QR,327.08,66,16,0,Web
2024-03-13,URU,P2P,828.93,15,11,0,App
2024-03-19,URU,Loan,19604.71,905,81,0,QR
2024-03-08,URU,TopUp,13.22,0,0,1,App
2024-03-26,URU,QR,213.84,69,25,0,App
2024-03-21,URU,Card,1520.35,86,38,0,App
2024-03-17,URU,Card,1759.43,139,35,0,Web
2024-03-17,URU,TopUp,49.8,0,0,2,App
2024-03-25,URU,QR,136.63,89,17,0,Referral
2024-03-21,URU,TopUp,12.33,0,0,1,API
2024-03-17,URU,QR,299.66,61,27,0,App
2024-03-04,URU,QR,297.45,45,22,0,QR
2024-03-10,URU,TopUp,25.29,0,0,2,App
2024-03-10,URU,Card,284.94,137,20,0,Web
2024-03-19,URU,Card,1992.23,117,26,0,App
2024-03-03,URU,P2P,543.1,18,7,0,App
2024-03-20,URU,P2P,194.31,19,5,0,App
2024-03-08,URU,TopUp,5.46,0,0,1,App
2024-03-05,URU,QR,378.0,82,24,0,App
2024-03-26,URU,TopUp,32.27,0,0,2,App
2024-03-15,URU,Card,1512.87,133,25,0,App
2024-03-02,URU,P2P,267.64,25,9,0,App
2024-03-08,URU,Card,961.96,147,29,0,App
2024-03-09,URU,QR,342.63,63,18,0,App
2024-03-14,URU,Card,1538.15,124,27,0,App
2024-03-21,URU,QR,236.3,64,24,0,App
2024-03-04,URU,P2P,325.62,21,14,0,App
2024-03-08,URU,P2P,174.02,26,7,0,App
2024-03-23,URU,Card,607.76,136,21,0,Web
2024-03-13,URU,P2P,470.21,20,10,0,App
2024-03-04,URU,P2P,437.19,19,8,0,App
2024-03-24,URU,Card,1575.03,110,20,0,Web
2024-03-23,URU,QR,181.96,61,27,0,App
2024-03-18,URU,Card,1593.96,101,29,0,App
2024-03-07,URU,Card,1786.08,124,38,0,App
2024-03-19,URU,QR,453.12,80,26,0,App
2024-03-03,URU,QR,118.64,87,24,0,Referral
2024-03-14,URU,P2P,145.54,11,15,0,App
2024-03-18,URU,Card,1813.42,132,24,0,App
2024-03-03,URU,Card,1145.97,136,29,0,QR
2024-03-28,URU,Card,1669.71,121,22,0,App
2024-03-23,URU,Loan,67955.97,698,101,0,App
2024-03-05,URU,P2P,626.87,10,10,0,App
2024-03-18,URU,Card,1341.92,128,22,0,App
2024-03-21,URU,Card,1979.86,140,24,0,Web
2024-03-01,URU,QR,145.11,85,23,0,App
2024-03-21,URU,Card,862.09,135,33,0,App
2024-03-24,URU,QR,358.86,44,30,0,App
2024-03-05,URU,Card,714.75,113,30,0,App
2024-03-15,URU,Loan,38657.67,858,129,0,App
2024-03-09,URU,TopUp,31.51,0,0,1,App
2024-03-25,URU,P2P,936.42,22,6,0,Web
2024-03-06,URU,Card,1454.74,88,30,0,App
2024-03-15,URU,Card,1659.57,125,31,0,Web
2024-03-19,URU,TopUp,17.31,0,0,1,App
2024-03-13,URU,Card,580.66,120,34,0,Web
2024-03-09,URU,TopUp,38.58,0,0,2,App
2024-03-06,URU,TopUp,49.06,0,0,1,QR
2024-03-01,URU,Card,846.4,122,20,0,App
2024-03-18,URU,QR,119.97,69,22,0,App
2024-03-08,URU,QR,218.09,79,22,0,App
2024-03-02,URU,Loan,52952.65,512,101,0,App
2024-03-19,URU,Loan,37856.2,875,124,0,QR
2024-03-27,URU,QR,86.29,62,28,0,App
2024-03-19,URU,P2P,697.13,13,10,0,App
2024-03-17,URU,QR,62.73,43,17,0,App
2024-03-26,URU,QR,406.58,66,26,0,App
2024-03-17,URU,P2P,119.93,21,7,0,App
2024-03-04,URU,Card,1486.66,84,39,0,App
2024-03-14,URU,Card,800.64,134,20,0,App
2024-03-25,URU,TopUp,10.19,0,0,2,App
2024-03-26,URU,QR,146.52,59,23,0,App
2024-03-25,URU,TopUp,10.17,0,0,2,App
2024-03-03,URU,Card,1697.23,122,35,0,App
2024-03-01,URU,Card,1403.66,125,30,0,Web
2024-03-20,URU,Card,838.48,109,21,0,App
2024-03-01,URU,Card,326.35,80,28,0,App
2024-03-06,URU,QR,303.12,43,17,0,Web
2024-03-09,URU,Loan,91772.58,638,131,0,POS
2024-03-14,URU,Card,979.93,118,29,0,API
2024-03-02,URU,QR,218.26,46,15,0,App
2024-03-15,URU,Card,1842.88,104,36,0,App
2024-03-14,URU,QR,242.03,63,23,0,App
2024-03-25,URU,QR,171.09,61,23,0,App
2024-03-20,URU,P2P,145.98,29,11,0,App
2024-03-28,URU,Card,722.15,142,26,0,App
2024-03-04,URU,TopUp,38.95,0,0,2,App
2024-03-07,URU,TopUp,23.15,0,0,1,QR
2024-03-12,URU,Card,806.85,139,29,0,App
2024-03-10,URU,QR,246.64,75,20,0,App
2024-03-06,URU,QR,471.21,41,15,0,App
2024-03-14,URU,Card,676.49,82,22,0,App
2024-03-06,URU,P2P,144.01,20,11,0,App
2024-03-06,URU,Card,891.42,136,40,0,App
2024-03-03,URU,Card,1531.55,138,24,0,QR
2024-03-04,URU,QR,412.51,84,17,0,App
2024-03-07,URU,P2P,703.58,26,13,0,App
2024-03-26,URU,TopUp,23.96,0,0,1,App
2024-03-24,URU,Card,713.03,112,23,0,App
2024-03-28,URU,Card,1211.67,82,38,0,App
2024-03-25,URU,TopUp,16.42,0,0,1,App
2024-03-07,URU,Card,855.7,81,28,0,App
2024-03-20,URU,P2P,580.65,25,15,0,App
2024-03-20,URU,Card,207.73,92,25,0,App
2024-03-21,URU,Card,512.92,128,25,0,App
2024-03-24,URU,QR,123.73,64,24,0,App
2024-03-27,URU,QR,62.85,59,27,0,App
2024-03-03,URU,P2P,239.31,26,10,0,App
2024-03-06,URU,P2P,552.33,15,6,0,App
2024-03-06,URU,QR,407.38,75,26,0,App
2024-03-26,URU,Card,1281.58,87,20,0,App
2024-03-02,URU,QR,302.93,81,22,0,App
2024-03-27,URU,QR,457.22,82,18,0,App
2024-03-01,URU,Card,1097.18,87,39,0,App
2024-03-24,URU,P2P,234.51,17,7,0,QR
2024-03-28,URU,Card,1881.04,120,29,0,App
2024-03-03,URU,TopUp,43.73,0,0,2,QR
2024-03-13,URU,P2P,273.02,25,8,0,Web
2024-03-02,URU,Card,1156.46,144,39,0,App
2024-03-22,URU,Card,298.95,86,33,0,App
2024-03-10,URU,Card,1994.54,101,32,0,App
2024-03-04,URU,Card,903.54,109,29,0,Web
2024-03-14,URU,TopUp,20.09,0,0,1,QR
2024-03-19,URU,P2P,780.29,24,7,0,App
2024-03-23,URU,QR,117.87,81,22,0,App
2024-03-01,URU,TopUp,16.17,0,0,2,App
2024-03-11,URU,P2P,887.54,14,6,0,App
2024-03-26,URU,Card,1486.53,93,37,0,Web
2024-03-01,URU,P2P,149.53,25,7,0,QR
2024-03-16,URU,QR,276.6,66,18,0,App
2024-03-11,URU,Loan,89546.71,798,113,0,App
2024-03-24,URU,P2P,111.03,10,10,0,App
2024-03-02,URU,Card,1072.78,94,27,0,QR
2024-03-21,URU,Card,610.41,143,36,0,App
2024-03-09,URU,Card,1655.99,140,40,0,App
2024-03-01,URU,P2P,471.17,27,8,0,App
2024-03-19,URU,Card,1854.94,139,31,0,App
2024-03-25,URU,TopUp,14.52,0,0,1,App
2024-03-25,URU,Loan,69496.17,700,103,0,App
2024-03-25,URU,Card,1386.95,141,29,0,App
2024-03-09,URU,Card,1364.47,150,39,0,App
2024-03-20,URU,QR,179.2,49,15,0,App
2024-03-19,URU,P2P,515.09,21,7,0,App
2024-03-12,URU,Card,1815.7,84,20,0,App
2024-03-06,URU,P2P,948.9,11,6,0,QR
2024-03-06,URU,QR,109.96,64,21,0,App
2024-03-16,URU,Card,411.92,141,35,0,App
2024-03-03,URU,QR,384.93,87,16,0,App
2024-03-02,URU,Card,657.3,94,20,0,App
2024-03-07,URU,Card,382.16,132,27,0,App
2024-03-22,URU,TopUp,33.47,0,0,2,App
2024-03-11,URU,P2P,211.2,24,5,0,QR
2024-03-13,URU,Card,1472.9,91,28,0,App
2024-03-14,URU,Card,418.62,108,37,0,App
2024-03-08,URU,Card,473.01,84,25,0,App
2024-03-27,URU,QR,467.96,58,16,0,App
2024-03-27,URU,Loan,39913.02,988,143,0,App
2024-03-11,URU,P2P,652.89,12,15,0,App
2024-03-20,URU,QR,311.44,52,23,0,App
2024-03-24,URU,TopUp,31.22,0,0,2,App
2024-03-03,URU,P2P,266.21,11,10,0,App
2024-03-02,URU,QR,221.48,66,15,0,App
2024-03-18,URU,Loan,27901.09,632,109,0,App
2024-03-18,URU,Card,1748.38,123,23,0,App
2024-03-01,URU,QR,482.98,73,19,0,App
2024-03-22,URU,QR,73.86,41,18,0,App
2024-03-06,URU,TopUp,42.98,0,0,2,App
2024-03-15,URU,QR,438.73,51,15,0,App
2024-03-01,URU,TopUp,31.4,0,0,2,App
2024-03-15,URU,QR,185.54,72,20,0,App
2024-03-26,URU,Card,964.91,83,27,0,Referral
2024-03-22,URU,QR,218.47,72,19,0,App
2024-03-28,URU,QR,220.27,40,16,0,App
2024-03-01,URU,Card,1529.33,125,30,0,POS
2024-03-27,URU,QR,84.3,87,19,0,App
2024-03-01,URU,P2P,454.6,17,14,0,App
2024-03-20,URU,Card,1643.87,135,38,0,QR
2024-03-19,URU,QR,267.62,58,19,0,App
2024-03-01,URU,P2P,182.64,14,8,0,Web
2024-03-13,URU,Card,554.97,131,39,0,App
2024-03-19,URU,Card,680.05,85,25,0,App
2024-03-11,URU,Card,1939.93,120,30,0,App
2024-03-22,URU,QR,332.07,82,23,0,App
2024-03-22,URU,Card,1783.15,103,40,0,App
2024-03-12,URU,QR,192.38,54,18,0,App
2024-03-20,URU,P2P,339.78,23,11,0,App
2024-03-27,URU,Card,1185.14,131,39,0,App
2024-03-15,URU,QR,133.4,64,24,0,App
2024-03-28,URU,Card,1712.68,142,21,0,App
2024-03-25,URU,P2P,114.57,26,9,0,App
2024-03-09,URU,TopUp,21.13,0,0,2,App
2024-03-24,URU,Loan,97199.12,552,93,0,App
2024-03-01,URU,Card,675.16,112,36,0,App
2024-03-01,URU,Card,1903.02,132,22,0,App
2024-03-27,URU,Card,1525.03,134,22,0,Web
2024-03-25,URU,Card,790.29,97,21,0,Web
2024-03-08,URU,QR,433.57,84,17,0,Web
2024-03-01,URU,Card,1681.24,138,40,0,App
2024-03-23,URU,QR,298.09,83,26,0,App
2024-03-20,URU,TopUp,24.06,0,0,1,App
2024-03-10,URU,QR,482.79,44,24,0,App
2024-03-27,URU,Card,828.67,129,36,0,App
2024-03-07,URU,P2P,470.75,23,9,0,App
2024-03-11,URU,TopUp,47.58,0,0,2,Web
2024-03-19,URU,TopUp,16.23,0,0,1,App
2024-03-01,URU,P2P,921.75,27,6,0,Web
2024-03-08,URU,Card,730.37,111,36,0,App
2024-03-13,URU,TopUp,31.41,0,0,2,App
2024-03-16,URU,Card,1712.66,136,40,0,App
2024-03-12,URU,TopUp,16.22,0,0,1,App
2024-03-01,URU,TopUp,47.44,0,0,1,App
2024-03-06,URU,TopUp,15.48,0,0,2,App
2024-03-19,URU,Loan,62347.63,940,97,0,Web
2024-03-13,URU,QR,149.4,89,20,0,App
2024-03-16,URU,TopUp,12.15,0,0,2,App
2024-03-21,URU,TopUp,10.28,0,0,1,App
2024-03-23,URU,P2P,538.42,27,6,0,QR
2024-03-02,URU,P2P,122.89,10,13,0,App
2024-03-21,URU,TopUp,37.75,0,0,1,App
2024-03-11,URU,QR,131.58,84,19,0,App
2024-03-02,URU,QR,118.73,75,30,0,App
2024-03-05,URU,Card,348.37,143,38,0,App
2024-03-11,URU,Card,1083.42,122,20,0,App
2024-03-19,URU,Card,204.99,137,37,0,Web
2024-03-28,URU,TopUp,42.23,0,0,2,App
2024-03-20,URU,Card,608.94,111,29,0,App
2024-03-25,URU,P2P,819.47,27,6,0,App
2024-03-17,URU,TopUp,36.32,0,0,2,App
2024-03-27,URU,QR,246.04,76,16,0,Web
2024-03-19,URU,TopUp,49.19,0,0,2,Web
2024-03-13,URU,P2P,616.09,15,15,0,App
2024-03-19,URU,Card,1947.33,141,34,0,Web
2024-03-23,URU,TopUp,28.36,0,0,2,App
2024-03-02,URU,P2P,556.34,29,10,0,App
2024-03-05,URU,QR,102.96,55,19,0,App
2024-03-04,URU,Card,742.27,101,30,0,POS
2024-03-19,URU,QR,140.77,90,25,0,QR
2024-03-24,URU,Loan,66079.33,904,143,0,App
2024-03-17,URU,Card,1062.4,112,31,0,App
2024-03-24,URU,P2P,353.23,28,6,0,App
2024-03-19,URU,QR,361.52,59,19,0,App
2024-03-28,URU,Loan,17918.41,985,105,0,App
2024-03-15,URU,Card,398.6,122,29,0,Web
2024-03-06,URU,Card,706.04,110,36,0,Web
2024-03-18,URU,Card,477.71,108,36,0,App
2024-03-05,URU,P2P,581.82,15,15,0,App
2024-03-27,URU,QR,79.33,84,17,0,QR
2024-03-21,URU,QR,258.29,87,23,0,App
2024-03-08,URU,Card,1717.33,105,38,0,App
2024-03-15,URU,TopUp,43.67,0,0,1,App
2024-03-19,URU,Loan,93724.57,913,138,0,API
2024-03-05,URU,TopUp,32.1,0,0,1,App
2024-03-15,URU,P2P,999.63,24,7,0,App
2024-03-06,URU,Card,1377.22,102,24,0,Web
2024-03-01,URU,Card,755.64,113,22,0,App
2024-03-10,URU,P2P,174.68,22,10,0,QR
2024-03-28,URU,TopUp,5.79,0,0,1,App
2024-03-19,URU,P2P,689.35,26,5,0,App
2024-03-28,URU,QR,328.54,86,24,0,App
2024-03-21,URU,P2P,370.88,10,12,0,QR
2024-03-18,URU,Card,1128.83,132,31,0,App
2024-03-09,URU,Loan,62527.06,513,102,0,App
2024-03-01,URU,P2P,226.5,25,13,0,App
2024-03-18,URU,Card,523.43,135,26,0,App
2024-03-23,URU,P2P,861.62,28,12,0,Web
2024-03-04,URU,P2P,702.37,26,6,0,Web
2024-03-09,URU,P2P,200.88,19,5,0,App
2024-03-07,URU,Card,1240.91,144,30,0,App
2024-03-02,URU,Card,662.39,111,21,0,App
2024-03-20,URU,Card,1899.74,83,38,0,Web
2024-03-09,URU,P2P,472.44,29,15,0,App
2024-03-28,URU,TopUp,18.55,0,0,2,App
2024-03-13,URU,Card,345.13,150,29,0,Web
2024-03-18,URU,Card,1028.82,130,20,0,QR
2024-03-02,URU,P2P,853.9,12,13,0,POS
2024-03-19,URU,QR,269.43,72,16,0,App
2024-03-27,URU,Card,643.66,131,24,0,App
2024-03-11,URU,QR,235.21,59,23,0,App
2024-03-25,URU,TopUp,12.6,0,0,2,Referral
2024-03-27,URU,TopUp,8.47,0,0,1,App
2024-03-18,URU,TopUp,41.21,0,0,1,App
2024-03-20,URU,P2P,322.63,26,9,0,App
2024-03-05,URU,QR,116.1,42,17,0,API
2024-03-08,URU,P2P,240.18,30,7,0,App
2024-03-16,URU,Card,1246.14,141,29,0,App
2024-03-22,URU,QR,213.23,70,15,0,App
2024-03-06,URU,QR,131.96,75,25,0,App
2024-03-19,URU,TopUp,47.68,0,0,2,App
2024-03-15,URU,P2P,221.73,20,9,0,Web
2024-03-01,URU,Card,287.61,146,36,0,Web
2024-03-13,URU,P2P,926.07,10,15,0,App
2024-03-02,URU,Card,1852.56,126,23,0,App
2024-03-25,URU,TopUp,38.37,0,0,1,App
2024-03-20,URU,Card,1744.72,115,32,0,App
2024-03-03,URU,TopUp,12.8,0,0,2,App
2024-03-04,URU,QR,378.34,43,25,0,Web
2024-03-08,URU,Card,1308.06,85,20,0,App
2024-03-06,URU,Card,1811.21,125,24,0,App
2024-03-28,URU,TopUp,14.86,0,0,2,App
2024-03-14,URU,TopUp,32.41,0,0,1,App
2024-03-21,URU,Loan,41501.62,608,150,0,App
2024-03-17,URU,QR,405.38,74,20,0,App
2024-03-14,URU,Card,1269.98,140,32,0,Web
2024-03-07,URU,TopUp,43.74,0,0,2,App
2024-03-08,URU,TopUp,48.4,0,0,2,Web
2024-03-10,URU,TopUp,15.44,0,0,2,App
2024-03-25,URU,Loan,25510.21,697,128,0,QR
2024-03-28,URU,P2P,982.68,16,6,0,QR
2024-03-27,URU,Loan,16627.77,599,89,0,App
2024-03-03,URU,Card,857.6,135,29,0,App
2024-03-13,URU,P2P,154.44,28,7,0,App
2024-03-22,URU,Card,1735.86,116,38,0,Web
2024-03-12,URU,Card,1889.52,104,26,0,App
2024-03-03,URU,P2P,227.16,27,5,0,Web
2024-03-26,URU,Card,673.16,94,34,0,App
2024-03-12,URU,Card,1750.83,96,30,0,App
2024-03-19,URU,QR,372.41,62,28,0,App
2024-03-10,URU,Card,1513.42,83,32,0,QR
2024-03-24,URU,Card,926.71,97,38,0,App
2024-03-28,URU,Card,1646.78,139,31,0,App
2024-03-10,URU,QR,314.01,88,22,0,Web
2024-03-28,URU,QR,362.32,64,27,0,QR
2024-03-15,URU,Card,647.26,111,20,0,App
2024-03-05,URU,Card,1118.04,106,26,0,App
2024-03-27,URU,P2P,164.71,19,8,0,App
2024-03-24,URU,TopUp,13.85,0,0,1,App
2024-03-14,URU,TopUp,31.74,0,0,1,App
2024-03-13,URU,Card,1038.24,129,33,0,Web
2024-03-15,URU,Card,845.99,108,23,0,Web
2024-03-19,URU,QR,384.39,71,26,0,App
2024-03-02,URU,P2P,848.08,16,12,0,App
2024-03-15,URU,Card,1269.06,133,26,0,App
2024-03-25,URU,Card,1515.2,136,38,0,App
2024-03-11,URU,Card,1454.1,143,28,0,App
2024-03-25,URU,Card,1486.33,118,36,0,Web
2024-03-18,URU,P2P,212.33,22,15,0,App
2024-03-24,URU,QR,487.68,57,18,0,App
2024-03-15,URU,Card,1879.38,102,26,0,App
2024-03-20,URU,P2P,697.99,23,13,0,Web
2024-03-26,URU,Card,992.41,128,39,0,QR
2024-03-06,URU,TopUp,43.65,0,0,1,Web
2024-03-25,URU,P2P,571.15,29,11,0,App
2024-03-09,URU,Card,1389.39,98,36,0,App
2024-03-10,URU,QR,261.48,84,23,0,App
2024-03-15,URU,QR,265.92,57,17,0,Web
2024-03-13,URU,QR,198.03,71,30,0,App
2024-03-06,URU,P2P,683.59,19,5,0,Web
2024-03-03,URU,Card,1260.17,132,30,0,App
2024-03-07,URU,Card,1180.34,139,24,0,App
2024-03-25,URU,P2P,294.55,15,5,0,App
2024-03-26,URU,Card,880.35,131,27,0,App
2024-03-27,URU,Card,1818.77,115,37,0,Web
2024-03-20,URU,QR,126.57,87,29,0,App
2024-03-16,URU,Card,560.19,98,25,0,App
2024-03-16,URU,Card,1622.21,94,21,0,App
2024-03-25,URU,TopUp,39.24,0,0,1,App
2024-03-08,URU,Card,815.76,140,32,0,App
2024-03-09,URU,TopUp,44.44,0,0,2,QR
2024-03-03,URU,Card,855.27,111,22,0,App
2024-03-02,URU,Card,1617.97,141,23,0,App
2024-03-27,URU,P2P,553.92,22,10,0,App
2024-03-05,URU,TopUp,32.31,0,0,2,App
2024-03-10,URU,Card,253.48,83,32,0,App
2024-03-16,URU,P2P,451.28,14,12,0,App
2024-03-08,URU,P2P,632.78,20,5,0,App
2024-03-26,URU,TopUp,39.8,0,0,1,QR
2024-03-01,URU,TopUp,33.72,0,0,2,Web
2024-03-21,URU,Card,948.28,91,37,0,QR
2024-03-28,URU,QR,122.14,85,19,0,App
2024-03-03,URU,QR,141.63,55,17,0,App
2024-03-19,URU,P2P,856.33,30,7,0,App
2024-03-28,URU,P2P,115.84,25,6,0,Web
2024-03-05,URU,QR,149.94,40,16,0,QR
2024-03-24,URU,P2P,645.44,10,10,0,QR
2024-03-13,URU,Card,814.55,145,36,0,App
2024-03-06,URU,P2P,652.69,30,13,0,App
2024-03-14,URU,QR,201.21,45,19,0,App
2024-03-22,URU,Card,1107.14,123,22,0,Web
2024-03-01,URU,Card,1870.18,121,35,0,QR
2024-03-11,URU,P2P,979.44,12,8,0,App
2024-03-21,URU,P2P,270.85,20,5,0,Web
2024-03-06,URU,Card,1251.05,124,25,0,POS
2024-03-18,URU,Card,1213.23,141,32,0,App
2024-03-19,URU,P2P,406.22,18,13,0,App
2024-03-22,URU,TopUp,44.38,0,0,1,QR
2024-03-24,URU,Card,1240.53,91,35,0,App
2024-03-01,URU,P2P,631.9,14,11,0,App
2024-03-01,URU,Card,798.26,89,28,0,App
2024-03-23,URU,QR,172.44,77,20,0,App
2024-03-20,URU,TopUp,28.31,0,0,1,App
2024-03-28,URU,Card,831.59,128,38,0,QR
2024-03-08,URU,Card,1790.97,122,32,0,App
2024-03-21,URU,Card,705.24,147,29,0,Web
2024-03-23,URU,TopUp,45.14,0,0,2,App
2024-03-14,URU,Card,650.23,124,26,0,App
2024-03-27,URU,Card,1465.08,111,38,0,App
2024-03-15,URU,TopUp,5.03,0,0,2,App
2024-03-12,URU,Card,1488.21,105,31,0,Web
2024-03-12,URU,QR,234.67,41,15,0,App
2024-03-26,URU,Card,1283.61,142,28,0,App
2024-03-19,PER,QR,451.49,83,17,0,App
2024-03-12,PER,Loan,15120.9,676,89,0,App
2024-03-06,PER,QR,400.75,46,26,0,App
2024-03-05,PER,TopUp,34.04,0,0,1,POS
2024-03-14,PER,TopUp,6.59,0,0,1,QR
2024-03-20,PER,Card,628.88,138,31,0,POS
2024-03-02,PER,QR,227.07,46,29,0,App
2024-03-03,PER,QR,371.83,53,17,0,QR
2024-03-20,PER,Card,1746.43,100,28,0,App
2024-03-09,PER,QR,349.73,41,24,0,App
2024-03-01,PER,QR,139.41,84,23,0,App
2024-03-14,PER,P2P,505.93,14,6,0,App
2024-03-03,PER,Card,879.92,109,33,0,QR
2024-03-14,PER,Card,217.38,99,28,0,QR
2024-03-05,PER,QR,224.13,56,23,0,App
2024-03-26,PER,Card,302.12,135,35,0,App
2024-03-01,PER,Card,534.42,102,37,0,Web
2024-03-12,PER,Loan,43925.43,710,106,0,POS
2024-03-27,PER,Card,1590.87,89,21,0,QR
2024-03-04,PER,P2P,750.78,27,6,0,App
2024-03-01,PER,QR,70.57,90,21,0,Web
2024-03-08,PER,TopUp,36.69,0,0,1,App
2024-03-20,PER,Card,1344.64,122,26,0,App
2024-03-07,PER,Card,683.71,145,29,0,App
2024-03-23,PER,P2P,145.41,12,14,0,App
2024-03-15,PER,Card,1034.44,147,25,0,QR
2024-03-15,PER,Card,1213.76,99,29,0,App
2024-03-11,PER,Card,1571.18,115,39,0,App
2024-03-24,PER,Card,879.0,137,20,0,App
2024-03-28,PER,Card,1831.31,129,40,0,App
2024-03-27,PER,TopUp,44.72,0,0,1,App
2024-03-07,PER,Card,1797.46,131,29,0,Web
2024-03-04,PER,Loan,68838.17,820,134,0,Web
